ID Loja,Loja,Bairro,ID Produto,Produto,Categoria,Subcategoria,Imagem,Custo Unit,Preço Unit,Saldo_Atual,Unidades_Vendidas_Janela,Venda_Media_Diaria,Estoque_Minimo_Rede,Status_Estoque_Rede,Qtd_Em_Falta_Rede,Indice_Cobertura_Minimo_Rede,Nivel_Criticidade_Rede,Custo_Reposicao_Estimado_Rede,Valor_Venda_Gap_Reposicao_Rede,Margem_Potencial_Gap_Rede,Faturamento_Potencial_Perdido_Rede,Lucro_Potencial_Perdido_Rede,Janela_Demanda_Dias,Receita_Media_Diaria_Local,Cobertura_Dias_Local,Deficit_Local_Para_Zero,Margem_Unitaria,Custo_Deficit_Local,Valor_Venda_Deficit_Local,Margem_Deficit_Local,Status_Local,Estoque Mínimo,Status_Estoque,Qtd_Em_Falta,Faturamento_Potencial_Perdido,Lucro_Potencial_Perdido,Escopo_Metricas_Globais
1,Botafogo Praia Shopping,Botagogo - RJ,30,LUVAS ACADEMIA / MEIA PALMA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299613-1000-1000/-meia-luva-muscu-pto-domyos-eu-m-us-s1.jpg?v=636885188513800000,7.7900,25.9900,38.0000,64.0000,0.7111,149.0000,Abaixo do Mínimo,13.0000,0.9128,ATENÇÃO,101.2700,337.8700,236.6000,337.8700,236.6000,90,18.4818,53.4375,0.0000,18.2000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,149.0000,Abaixo do Mínimo,13.0000,337.8700,236.6000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,25,TÊNIS FITNESS MASCULINO PRETO LINHA 900,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2371257-1000-1000/tenis-fitness-masculino-cardio-training-linha-900-tam-42-cor-preto-domyos1.jpg?v=636979552654570000,74.9900,249.9900,38.0000,62.0000,0.6889,18.0000,Abaixo do Mínimo,1.0000,0.9444,ATENÇÃO,74.9900,249.9900,175.0000,249.9900,175.0000,90,172.2153,55.1613,0.0000,175.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,18.0000,Abaixo do Mínimo,1.0000,249.9900,175.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,10,CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365408-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-verde-caqui-domyos1.jpg?v=636970038954430000,23.9900,79.9900,29.0000,47.0000,0.5222,168.0000,Abaixo do Mínimo,1.0000,0.9940,ATENÇÃO,23.9900,79.9900,56.0000,79.9900,56.0000,90,41.7726,55.5319,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,168.0000,Abaixo do Mínimo,1.0000,79.9900,56.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,14,CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2364246-1000-1000/camiseta-fitness-cardio-masculina-linha1.jpg?v=636963945163900000,14.9900,49.9900,76.0000,104.0000,1.1556,23.0000,Abaixo do Mínimo,1.0000,0.9565,ATENÇÃO,14.9900,49.9900,35.0000,49.9900,35.0000,90,57.7662,65.7692,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,23.0000,Abaixo do Mínimo,1.0000,49.9900,35.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,24,TÊNIS FITNESS MASCULINO PRETO LINHA 100,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2363821-1000-1000/tenis-fitness-cardio-masculino-linha-101.jpg?v=636963736443270000,35.9900,119.9900,42.0000,56.0000,0.6222,356.0000,Abaixo do Mínimo,23.0000,0.9354,ATENÇÃO,827.7700,2759.7700,1932.0000,2759.7700,1932.0000,90,74.6604,67.5000,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,356.0000,Abaixo do Mínimo,23.0000,2759.7700,1932.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,12,CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365346-1000-1000/fts500-print-m-t-shirt-deb-s1.jpg?v=636970028665470000,17.9900,59.9900,117.0000,145.0000,1.6111,118.0000,Abaixo do Mínimo,9.0000,0.9237,ATENÇÃO,161.9100,539.9100,378.0000,539.9100,378.0000,90,96.6506,72.6207,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,118.0000,Abaixo do Mínimo,9.0000,539.9100,378.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,5,"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500",Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2350361-1000-1000/bermuda-crosstraining-tecido-elastico-domyos-01.png?v=636936268190900000,32.9900,109.9900,79.0000,93.0000,1.0333,34.0000,Abaixo do Mínimo,2.0000,0.9412,ATENÇÃO,65.9800,219.9800,154.0000,219.9800,154.0000,90,113.6563,76.4516,0.0000,77.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,34.0000,Abaixo do Mínimo,2.0000,219.9800,154.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,30,LUVAS ACADEMIA / MEIA PALMA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299613-1000-1000/-meia-luva-muscu-pto-domyos-eu-m-us-s1.jpg?v=636885188513800000,7.7900,25.9900,17.0000,20.0000,0.2222,149.0000,Abaixo do Mínimo,13.0000,0.9128,ATENÇÃO,101.2700,337.8700,236.6000,337.8700,236.6000,90,5.7756,76.5000,0.0000,18.2000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,149.0000,Abaixo do Mínimo,13.0000,337.8700,236.6000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,24,TÊNIS FITNESS MASCULINO PRETO LINHA 100,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2363821-1000-1000/tenis-fitness-cardio-masculino-linha-101.jpg?v=636963736443270000,35.9900,119.9900,109.0000,96.0000,1.0667,356.0000,Abaixo do Mínimo,23.0000,0.9354,ATENÇÃO,827.7700,2759.7700,1932.0000,2759.7700,1932.0000,90,127.9893,102.1875,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,356.0000,Abaixo do Mínimo,23.0000,2759.7700,1932.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,17,CASACO MASCULINO GINÁSTICA SPACER,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2439867-1000-1000/jacket-hood-560-gym-men-marine-s1.jpg?v=637114928712130000,56.9900,189.9900,27.0000,23.0000,0.2556,128.0000,Abaixo do Mínimo,3.0000,0.9766,ATENÇÃO,170.9700,569.9700,399.0000,569.9700,399.0000,90,48.5530,105.6522,0.0000,133.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,128.0000,Abaixo do Mínimo,3.0000,569.9700,399.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,30,LUVAS ACADEMIA / MEIA PALMA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299613-1000-1000/-meia-luva-muscu-pto-domyos-eu-m-us-s1.jpg?v=636885188513800000,7.7900,25.9900,57.0000,48.0000,0.5333,149.0000,Abaixo do Mínimo,13.0000,0.9128,ATENÇÃO,101.2700,337.8700,236.6000,337.8700,236.6000,90,13.8613,106.8750,0.0000,18.2000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,149.0000,Abaixo do Mínimo,13.0000,337.8700,236.6000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,23,TÊNIS FITNESS MASCULINO PRETO/CINZA LINHA 500,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2184518-1000-1000/shoes-fitness-500-m-black--uk-7---eu-411.jpg?v=636733698622870000,26.9900,89.9900,45.0000,37.0000,0.4111,63.0000,Abaixo do Mínimo,4.0000,0.9365,ATENÇÃO,107.9600,359.9600,252.0000,359.9600,252.0000,90,36.9959,109.4595,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,63.0000,Abaixo do Mínimo,4.0000,359.9600,252.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,25,TÊNIS FITNESS MASCULINO PRETO LINHA 900,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2371257-1000-1000/tenis-fitness-masculino-cardio-training-linha-900-tam-42-cor-preto-domyos1.jpg?v=636979552654570000,74.9900,249.9900,51.0000,40.0000,0.4444,18.0000,Abaixo do Mínimo,1.0000,0.9444,ATENÇÃO,74.9900,249.9900,175.0000,249.9900,175.0000,90,111.1067,114.7500,0.0000,175.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,18.0000,Abaixo do Mínimo,1.0000,249.9900,175.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,10,CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365408-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-verde-caqui-domyos1.jpg?v=636970038954430000,23.9900,79.9900,114.0000,76.0000,0.8444,168.0000,Abaixo do Mínimo,1.0000,0.9940,ATENÇÃO,23.9900,79.9900,56.0000,79.9900,56.0000,90,67.5471,135.0000,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,168.0000,Abaixo do Mínimo,1.0000,79.9900,56.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,22,TÊNIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2365214-1000-1000/tenis-fitness-cardio-masculino-linha-501.jpg?v=636969931556270000,26.9900,89.9900,119.0000,54.0000,0.6000,38.0000,Abaixo do Mínimo,2.0000,0.9474,ATENÇÃO,53.9800,179.9800,126.0000,179.9800,126.0000,90,53.9940,198.3333,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,38.0000,Abaixo do Mínimo,2.0000,179.9800,126.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,17,CASACO MASCULINO GINÁSTICA SPACER,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2439867-1000-1000/jacket-hood-560-gym-men-marine-s1.jpg?v=637114928712130000,56.9900,189.9900,54.0000,24.0000,0.2667,128.0000,Abaixo do Mínimo,3.0000,0.9766,ATENÇÃO,170.9700,569.9700,399.0000,569.9700,399.0000,90,50.6640,202.5000,0.0000,133.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,128.0000,Abaixo do Mínimo,3.0000,569.9700,399.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,24,TÊNIS FITNESS MASCULINO PRETO LINHA 100,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2363821-1000-1000/tenis-fitness-cardio-masculino-linha-101.jpg?v=636963736443270000,35.9900,119.9900,91.0000,39.0000,0.4333,356.0000,Abaixo do Mínimo,23.0000,0.9354,ATENÇÃO,827.7700,2759.7700,1932.0000,2759.7700,1932.0000,90,51.9957,210.0000,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,356.0000,Abaixo do Mínimo,23.0000,2759.7700,1932.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,17,CASACO MASCULINO GINÁSTICA SPACER,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2439867-1000-1000/jacket-hood-560-gym-men-marine-s1.jpg?v=637114928712130000,56.9900,189.9900,33.0000,11.0000,0.1222,128.0000,Abaixo do Mínimo,3.0000,0.9766,ATENÇÃO,170.9700,569.9700,399.0000,569.9700,399.0000,90,23.2210,270.0000,0.0000,133.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,128.0000,Abaixo do Mínimo,3.0000,569.9700,399.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,15,JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367427-1000-1000/jaqueta-fitness-cardio-masculino-linha1.jpg?v=636971530655430000,35.9900,119.9900,1.0000,24.0000,0.2667,33.0000,Estoque Seguro,0.0000,1.0606,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,31.9973,3.7500,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,33.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,19,"REGATA ""MACHÃO"" FITNESS TECIDO LEVE 100 AZUL MARINHO",Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2301930-1000-1000/-regata-mar-creponada-mesh-120-masc-o-s1.jpg?v=636886171137030000,11.9900,39.9900,3.0000,69.0000,0.7667,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,30.6590,3.9130,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,21,REGATA MACHÃO MASCULINA FTA 500 PRETA,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367893-1000-1000/fta-500-fw19-m-tank-blk-xl1.jpg?v=636971742130070000,20.9900,69.9900,7.0000,87.0000,0.9667,83.0000,Estoque Seguro,0.0000,1.1205,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,67.6570,7.2414,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,83.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,28,MEIA DE CORRIDA KIPRUN THICK KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/317867-1000-1000/kiprun-socks-black-uk-85-11-eu-43-461.jpg?v=636553022801600000,7.4900,24.9900,10.0000,123.0000,1.3667,212.0000,Estoque Seguro,0.0000,1.0425,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,34.1530,7.3171,0.0000,17.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,212.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,4,BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368219-1000-1000/fst500-m-shorts-gry-s1.jpg?v=636972372737030000,26.9900,89.9900,14.0000,104.0000,1.1556,133.0000,Estoque Seguro,0.0000,1.0226,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,103.9884,12.1154,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,133.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,15,JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367427-1000-1000/jaqueta-fitness-cardio-masculino-linha1.jpg?v=636971530655430000,35.9900,119.9900,3.0000,22.0000,0.2444,33.0000,Estoque Seguro,0.0000,1.0606,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,29.3309,12.2727,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,33.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,18,REGATA MACHÃO MASCULINA FTA 500 VERDE,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368026-1000-1000/fta-500-fw19-m-tank-dgr-m1.jpg?v=636971743664130000,20.9900,69.9900,9.0000,59.0000,0.6556,43.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,45.8823,13.7288,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,43.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,29,LUVAS ACADEMIA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299799-1000-1000/-luva-muscu-pto-domyos-eu-s-us-xs1.jpg?v=636885228389930000,10.4900,34.9900,8.0000,51.0000,0.5667,101.0000,Estoque Seguro,0.0000,1.0693,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,19.8277,14.1176,0.0000,24.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,101.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,19,"REGATA ""MACHÃO"" FITNESS TECIDO LEVE 100 AZUL MARINHO",Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2301930-1000-1000/-regata-mar-creponada-mesh-120-masc-o-s1.jpg?v=636886171137030000,11.9900,39.9900,27.0000,166.0000,1.8444,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,73.7593,14.6386,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,1,BLUSA MASCULINA GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2334770-1000-1000/sweat-500-gym-navy-blue-2xl1.jpg?v=636916233785870000,11.9900,39.9900,8.0000,49.0000,0.5444,78.0000,Estoque Seguro,0.0000,1.0897,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,21.7723,14.6939,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,78.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,3,BERMUDA FITNESS MASCULINA FST 120 PRETO CLÁSSICO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367233-1000-1000/new-fst-120-m-shorts-black-s1.jpg?v=636970923292370000,17.9900,59.9900,22.0000,105.0000,1.1667,52.0000,Estoque Seguro,0.0000,1.0192,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,69.9883,18.8571,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,52.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,2,AGASALHO MENINO GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2432230-1000-1000/gym-y-s500-tb-b-tracksu-141-150cm10-11y1.jpg?v=637082332542900000,20.9900,69.9900,4.0000,18.0000,0.2000,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,13.9980,20.0000,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,4,BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368219-1000-1000/fst500-m-shorts-gry-s1.jpg?v=636972372737030000,26.9900,89.9900,13.0000,58.0000,0.6444,133.0000,Estoque Seguro,0.0000,1.0226,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,57.9936,20.1724,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,133.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,31,MALA ESPORTIVA 30L DOBRÁVEL TUBO PRETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/299416-1000-1000/fitness-bag-pocket-black-1.jpg?v=636552791841630000,14.9900,49.9900,11.0000,41.0000,0.4556,17.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,22.7732,24.1463,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,17.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,18,REGATA MACHÃO MASCULINA FTA 500 VERDE,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368026-1000-1000/fta-500-fw19-m-tank-dgr-m1.jpg?v=636971743664130000,20.9900,69.9900,26.0000,95.0000,1.0556,43.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,73.8783,24.6316,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,43.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,28,MEIA DE CORRIDA KIPRUN THICK KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/317867-1000-1000/kiprun-socks-black-uk-85-11-eu-43-461.jpg?v=636553022801600000,7.4900,24.9900,25.0000,88.0000,0.9778,212.0000,Estoque Seguro,0.0000,1.0425,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,24.4347,25.5682,0.0000,17.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,212.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,11,CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365485-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-preto-cinzento-domyos1.jpg?v=636970042592470000,23.9900,79.9900,20.0000,62.0000,0.6889,171.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,55.1042,29.0323,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,171.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,20,REGATA FITNESS MASCULINA 2019 - LINHA 500,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2310562-1000-1000/boxing-tank-500-m-m-tank-blk-l1.jpg?v=636891237119600000,17.9900,59.9900,22.0000,67.0000,0.7444,140.0000,Estoque Seguro,0.0000,1.0214,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,44.6592,29.5522,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,140.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,29,LUVAS ACADEMIA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299799-1000-1000/-luva-muscu-pto-domyos-eu-s-us-xs1.jpg?v=636885228389930000,10.4900,34.9900,10.0000,30.0000,0.3333,101.0000,Estoque Seguro,0.0000,1.0693,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,11.6633,30.0000,0.0000,24.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,101.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,6,BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368441-1000-1000/fst500-m-shorts-red-s1.jpg?v=636972376884200000,23.9900,79.9900,50.0000,149.0000,1.6556,16.0000,Estoque Seguro,0.0000,1.1250,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,132.4279,30.2013,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,16.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,2,AGASALHO MENINO GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2432230-1000-1000/gym-y-s500-tb-b-tracksu-141-150cm10-11y1.jpg?v=637082332542900000,20.9900,69.9900,17.0000,48.0000,0.5333,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,37.3280,31.8750,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,7,CALÇA SLIM 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2435259-1000-1000/calcas-slim-para-ginastica-e-pilates-homem-500-com-fecho-preto-trousers-500-slim-zip-gym-3xl---w44-l341.jpg?v=637086545572330000,38.9900,129.9900,28.0000,71.0000,0.7889,263.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,102.5477,35.4930,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,263.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,27,MEIA DE CORRIDA COMFORT HIGH,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2422736-1000-1000/-elio-high-bca-35381.jpg?v=637066830049770000,2.9900,9.9900,57.0000,141.0000,1.5667,124.0000,Estoque Seguro,0.0000,1.0484,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,15.6510,36.3830,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,124.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,29,LUVAS ACADEMIA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299799-1000-1000/-luva-muscu-pto-domyos-eu-s-us-xs1.jpg?v=636885228389930000,10.4900,34.9900,23.0000,51.0000,0.5667,101.0000,Estoque Seguro,0.0000,1.0693,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,19.8277,40.5882,0.0000,24.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,101.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
